    0.0247	  -5e+01
     0.173	  -4e+01
     0.247	  -4e+01
     0.321	  -3e+01
      0.42	  -3e+01
     0.469	  -2e+01
     0.543	  -2e+01
     0.692	  -1e+01
     0.889	  -1e+01
     0.988	      -5
      1.06	    -0.9
      1.16	       4
      1.28	       2
      1.46	       0
      1.65	       3
      1.83	       4
      2.07	       8
      2.32	       9
      2.45	   1e+01
      2.72	   1e+01
      2.91	   1e+01
      3.09	   1e+01
      3.21	       9
      3.43	   1e+01
      3.61	   1e+01
       3.8	   1e+01
      3.98	   1e+01
      4.12	   1e+01
       4.3	   1e+01
      4.47	   1e+01
      4.72	   1e+01
      4.87	   1e+01
      4.96	       9
      5.21	   1e+01
      5.43	       8
      5.61	       5
      5.83	       9
      6.05	       8
      6.27	       8
      6.45	       9
      6.59	       7
      6.77	       5
      6.87	       7
      7.11	       8
      7.19	       5
      7.36	     0.9
      7.53	       3
      7.71	       5
       7.8	       6
      8.05	       5
      8.17	       5
      8.35	       7
      8.45	       6
      8.59	       3
      8.72	       4
      8.92	       7
      9.11	       6
      9.29	       6
      9.43	       9
      9.56	       8
      9.71	       6
      9.88	       4
      10.1	       5
      10.2	       5
      10.4	       7
      10.6	       7
      10.7	       4
      10.9	       3
      11.1	       3
      11.3	       0
      11.5	    -0.9
      11.6	       3
      11.9	    -0.9
        12	      -4
      12.2	    -0.9
      12.4	      -5
      12.7	    -0.9
      12.9	    -0.9
        13	    -0.9
      13.2	    -0.9
      13.4	      -2
      13.6	       2
      13.7	     0.9
      13.9	      -3
      14.1	    -0.9
      14.3	    -0.9
      14.5	      -6
      14.7	      -3
      14.9	      -5
      15.1	      -8
      15.2	      -5
      15.4	      -5
      15.6	      -5
      15.8	      -3
        16	      -2
      16.1	       3
      16.3	       6
      16.4	     0.9
      16.5	      -3
      16.7	      -3
      16.9	       4
        17	       6
      17.3	       6
      17.4	       5
      17.6	       5
      17.8	       8
      17.9	       8
      17.9	       7
        18	       4
      18.2	       6
      18.3	       8
      18.4	       8
      18.5	       4
      18.6	       2
      18.8	       2
      18.9	       5
